city,state,shape,duration,date_time,lon,lat
Colonial Beach,VA,cylinder,30 minutes,1993-06-22T14:00:00,-76.9847,38.1818
Burnt Ranch,CA,disk,30 min.,1993-09-03T15:00:00,-123.4321,40.9591
Denver,CO,light,15 min aprox,1999-09-08T21:10:00,-104.95934593826682,39.74512637220715
Mentor,OH,changing,3:15 am-?,1999-09-09T02:00:00,-81.32667975460123,41.68905889570552
Bothell,WA,other,20 minutes,1999-09-09T22:00:00,-122.1998718799368,47.81147361769352
Vacaville,CA,fireball,approx 5 seconds,1999-09-10T02:13:00,-121.9954875,38.377459375
Millwood,NY,triangle,5 minutes,1984-07-19T18:00:00,-73.7911,41.2064
Harlowton,MT,formation,approx. 6 hrs.,1993-11-24T19:00:00,-109.8344,46.4355
Crystal Falls,MI,triangle,1 hour or more,1994-05-01T18:00:00,-88.3601,46.1346
Supply,NC,unknown,10 minutes,1995-06-01T22:30:00,-78.2942,34.0245
Gila Bend,AZ,light,20 mins,1997-03-13T19:45:00,-112.9084,32.9929
Gardena,CA,other,still,1997-04-01T00:00:00,-118.30469554140126,33.889699363057325
Fort Myers,FL,sphere,5 seconds,1997-06-15T22:00:00,-81.84065302911094,26.58139708890637
Phoenix,AZ,chevron,15-20 minutes,1997-06-25T09:11:00,-112.04946,33.535380550607286
Libertyville,IL,disk,1 hour,1997-06-21T00:00:00,-87.9606,42.2833
Medford,NJ,triangle,5 minutes,1997-07-27T02:00:00,-74.809,39.8741
Winchendon,MA,sphere,Weeding,1998-07-19T05:00:00,-72.04889999999999,42.661
Baker,CA,changing,5 to 8 seconds,1998-10-16T16:30:00,-116.0452,35.3187
Salem,OR,light,10 sec,1998-10-16T21:30:00,-123.00423516160626,44.9412471106758
Boulder City,NV,triangle,5 minutes,1998-09-19T00:00:00,-114.806292,35.926688000000006
Westlake,OH,light,60 seconds,1998-10-15T21:15:00,-81.9179,41.4553
Lewiston,ME,formation,1/2 hour +,1998-10-20T02:00:00,-70.16997983193278,44.08463277310924
Delray Beach,FL,triangle,5min.,1998-10-24T23:15:00,-80.11589308300395,26.45554743083004
Cleburne,TX,light,7 seconds,1998-10-26T07:00:00,-97.37565833333332,32.349870833333334
Spokane,WA,disk,2 min.,1994-09-15T22:00:00,-117.38633105431308,47.68357629392971
Sacramento,CA,other,30 min.,1996-04-29T21:30:00,-121.4500995655322,38.57580181028241
Gardner,MA,circle,30 seconds,1996-12-31T20:00:00,-71.9887,42.5899
Azle,TX,circle,3-5 min.,1997-05-10T23:00:00,-97.5891,32.9024
Elgin,IL,disk,20 minutes,1998-10-01T13:30:00,-88.29332222222222,42.02871111111112
Little Rock,AR,triangle,3 to 5 minutes,1999-06-11T00:15:00,-92.3631923627685,34.737536276849646
Gold Beach,OR,light,3 minutes,1999-09-02T03:30:00,-124.3062,42.4517
Seward,AK,light,3 min,1999-09-02T21:00:00,-149.3365,60.0552
Estacada,OR,changing,2 hrs.,1999-09-15T22:00:00,-122.0669,45.2082
Menomonie,WI,egg,30 min.,1999-09-16T04:05:00,-92.0009,44.8471
Indianapolis,IN,light,5 seconds,1999-10-19T19:20:00,-86.14221402931499,39.80764884833982
Conway,AR,triangle,15 min,1999-10-19T23:35:00,-92.4624629834254,35.05733591160221
Boise,ID,light,3 minutes est,1999-10-20T07:25:00,-116.24467802303263,43.61444520153551
Stevensville,MT,other,one minute,1999-10-20T08:15:00,-114.0932,46.5099
Stevensville,MT,other,1.5 MIN,1999-10-20T08:15:00,-114.0932,46.5099
Temple,TX,cylinder,10 minutes,1999-10-20T19:00:00,-97.34603489932886,31.097821476510067
Spanaway,WA,unknown,10sec,1999-10-20T22:20:00,-122.4346,47.104
Milwaukee,WI,sphere,6-8 seconds,1999-10-20T22:30:00,-87.95998544176706,43.051744026104416
Amity,OR,circle,5 seconds,1999-10-20T22:30:00,-123.2325,45.1076
Montesano,WA,fireball,5 - 10 sec,1999-10-20T22:30:00,-123.6061,47.1791
Tumwater,WA,fireball,4 sec.,1999-10-20T22:30:00,-122.9093,47.0073
Portland,OR,circle,3 sec.,1999-10-20T22:33:00,-122.66520380380382,45.51052971304638
Kyle,TX,oval,3 minutes,1969-06-01T12:00:00,-97.8572,29.9893
Wasco,OR,disk,About 2 min.,1969-07-15T09:00:00,-120.6356,45.5999
Englewood,FL,sphere,1:00 min,1970-07-20T19:00:00,-82.32509999999999,26.958632653061223
Lake Forest,IL,unknown,5 mins,1995-05-14T03:00:00,-87.8717,42.24
Marietta,GA,diamond,3 min,1995-05-19T22:42:00,-84.51021319672131,33.96188745901639
Sequim,WA,oval,birthday,1995-06-13T14:00:00,-123.0613,48.0656
Van Nuys,CA,changing,5 mins.,1995-08-01T01:45:00,-118.4612622881356,34.18714851694915
Slidell,LA,formation,10min,1995-10-05T21:30:00,-89.7718225490196,30.273227450980396
Brunswick,ME,light,9 seconds,1996-07-01T23:00:00,-69.9725,43.8988
Eau Claire,WI,unknown,8 seconds,1996-07-15T23:02:00,-91.55365096660807,44.80706449912127
Stockton,CA,other,4 minutes,1996-09-07T03:00:00,-121.31976694214876,37.982735720844815
Santa Fe,NM,rectangle,:05,1996-10-03T20:00:00,-105.95390714285716,35.661082683982684
Williamstown,MA,formation,5 minutes,1996-09-17T22:00:00,-73.2463,42.6442
Bulls Gap,TN,sphere,5min,1999-02-08T17:50:00,-83.0198,36.2842
Leon,WV,other,3 hours,1999-02-09T13:30:00,-81.9027,38.7253
La Crescenta,CA,disk,7 Min.,1999-02-09T19:39:00,-118.24661891891893,34.238308108108114
Tucson,AZ,unknown,5 Min,1999-02-10T18:45:00,-110.92754232690936,32.259940756602425
North Pole,AK,sphere,20 minites approx.,1999-02-10T20:40:00,-147.3371,64.7783
Chino,CA,cigar,20 seconds,1999-02-10T23:00:00,-117.6889,34.0122
San Diego,CA,fireball,45 seconds,1999-02-10T23:40:00,-117.14026773074254,32.78722907702984
Suitland,MD,unknown,30 MINUTES,1999-02-11T19:00:00,-76.9085183206107,38.83252442748092
Pittsburg,CA,fireball,5 minutes,1999-02-11T19:20:00,-121.8847,38.028
Cotati,CA,fireball,10 sec,1999-02-11T19:30:00,-122.7091,38.318
New Florence,MO,circle,Night,1999-02-11T22:35:00,-91.4482,38.9103
Mont Alto,PA,oval,2 minutes,1989-02-10T18:00:00,-77.5392,39.8291
Houston,TX,sphere,15 seconds,1989-03-12T23:45:00,-95.4512204483632,29.777493696651344
Accokeek,MD,unknown,3-5 minutes,1989-08-24T23:45:00,-77.0367,38.6591
Dallas,TX,changing,10 minutes,1989-11-15T20:25:00,-96.80811785917632,32.83516807743405
Morgan Hill,CA,unknown,30 min,1991-09-02T21:30:00,-121.65183229813664,37.17415093167702
Ithaca,NY,other,10 Seconds,1993-01-10T00:30:00,-76.51318263157894,42.41041894736843
San Antonio,TX,disk,5 to 10 minutes,1993-04-13T18:30:00,-98.4752404435546,29.48886591714153
Rockville,MD,teardrop,2-3 minutes,1993-06-15T00:00:00,-77.14956651162791,39.07793837209302
Priest River,ID,disk,90 mins or so,1994-07-08T01:30:00,-116.8898,48.3876
Hesperia,CA,fireball,about 10 miniuts,1995-07-15T00:00:00,-117.31703684210528,34.3767545112782
Norman,OK,sphere,30 seconds,1995-07-15T23:00:00,-97.45347508896798,35.23330889679715
Daytona Beach,FL,sphere,four minutes,1989-06-01T06:50:00,-81.03306603773584,29.191653301886795
Splendora,TX,sphere,30 mins,1988-08-20T00:00:00,-95.19939999999998,30.2509
Sitka,AK,light,2 min.,1990-03-15T20:50:00,-135.0092,56.7353
Derby,NY,triangle,5 minutes,1991-07-09T01:00:00,-78.996,42.6901
Greenville,SC,triangle,10 minutes,1993-03-01T21:30:00,-82.33834929214929,34.83721312741313
Westminster,CO,triangle,1 minute,1993-08-09T23:50:00,-105.04200666666668,39.869197777777785
Milan,OH,triangle,ten minutes+,1993-09-11T21:11:00,-82.6044,41.3163
Oswego,NY,triangle,1 minute,1994-04-25T22:00:00,-76.3971,43.4464
Greenville,IL,light,1-2 sec.,1995-03-01T21:00:00,-89.4443,38.8845
Ocean Shores,WA,triangle,5 minutes,1995-09-01T02:00:00,-124.1432,46.972
Elizabeth,NJ,oval,90 seconds ?,1995-11-09T16:30:00,-74.20179525222552,40.66255430267062
Wethersfield,CT,disk,50 seconds,1996-03-15T13:00:00,-72.66267857142857,41.70382619047619
Gainesville,FL,circle,30 min,1996-10-14T03:00:00,-82.38107610062893,29.646086792452827
Buffalo,NY,disk,10 minutes,1995-07-27T03:00:00,-78.85083919084595,42.90222609317532
Aurora,IL,triangle,5 Minutes,1995-08-16T21:30:00,-88.31528937799044,41.76135531100479
North Little Rock,AR,triangle,4 minutes,1996-07-30T22:00:00,-92.25475444444444,34.80219
Bethel,AK,triangle,2 mins,1996-08-15T14:30:00,-161.8006,60.9324
Maxwell,CA,other,10 minutes,1996-09-21T21:30:00,-122.1776,39.3169
Vilonia,AR,cylinder,5 min.,1996-11-01T12:00:00,-92.2175,35.0986
Calgary,AB,oval,morning,1997-08-04T05:00:00,-114.05744246242264,51.04237871352785
East Rochester,NY,sphere,30 sec,1997-08-08T18:00:00,-77.4942,43.1113
Atlanta,GA,light,8 MIN.,1999-09-10T22:29:00,-84.38988231962239,33.808705515846256
Pollock Pines,CA,light,20 minutes,1999-09-10T23:00:00,-120.5744,38.7427
Pasadena,MD,diamond,45 mins,1999-09-11T15:30:00,-76.5116,39.1252
Puyallup,WA,light,5 min,1999-09-11T16:08:00,-122.2924202247191,47.14574063670412
Spokane,WA,fireball,3 seconds,1999-09-11T20:00:00,-117.38633105431308,47.68357629392971
Spokane,WA,light,6-10sec,1999-09-11T20:24:00,-117.38633105431308,47.68357629392971
Vernal,UT,chevron,5-6 minutes,1999-09-11T20:10:00,-109.5689723076923,40.54972769230769
Spokane,WA,changing,15 seconds,1999-09-11T20:25:00,-117.38633105431308,47.68357629392971
Spokane,WA,other,2 or 3 seconds,1999-09-11T20:25:00,-117.38633105431308,47.68357629392971
Clifton,NJ,oval,15 minutes,1999-09-11T20:45:00,-74.14776656441717,40.86283220858896
New Milford,NJ,oval,5 minutes,1999-09-11T20:45:00,-74.0177,40.933
Boise,ID,teardrop,5 sec.,1999-09-11T21:30:00,-116.24467802303263,43.61444520153551
Paramus,NJ,circle,20-25minutes,1999-09-11T21:20:00,-74.0701785123967,40.9445
Fort Edward,NY,triangle,15 sec,1999-09-11T21:30:00,-73.5351,43.2516
Tolono,IL,circle,3 sec,1998-09-01T10:30:00,-88.264,39.9598
Palm Desert,CA,fireball,1 minute,1998-11-29T19:10:00,-116.3779536231884,33.73731449275362
Rupert,ID,disk,10 minutes,1998-12-21T18:30:00,-113.628,42.70340000000001
Fair Oaks,CA,disk,photo,1999-03-03T17:00:00,-121.2534,38.6501
Sunnyvale,CA,light,4 minutes,1999-04-15T20:00:00,-122.02147768,37.379397360000006
Woodstock,GA,unknown,seconds,1999-06-01T15:30:00,-84.49419850746267,34.121871641791046
Clover,SC,light,10 minutes,1999-07-01T21:20:00,-81.2129,35.074
Big Rapids,MI,fireball,less than 10 sec,1998-10-28T21:30:00,-85.5619,43.6797
Bailey,CO,fireball,<2 secs.,1998-11-01T22:00:00,-105.5522,39.4526
Roseville,CA,light,5 min,1998-11-09T23:35:00,-121.3107662202381,38.76717395833333
Mattawa,WA,disk,5 seconds,1998-11-14T19:30:00,-119.7313,46.7294
Livonia,MI,fireball,30 SECONDS,1998-11-14T21:20:00,-83.37302848664687,42.39550474777448
Madison,WI,light,5min-1/2hr.,1998-11-15T20:00:00,-89.38736175266175,43.06651416871416
Edison,NJ,disk,3 minutes,1998-11-15T20:00:00,-74.3571116575592,40.52146102003643
Austin,TX,fireball,5 seconds,1998-11-16T06:40:00,-97.76011171494488,30.30846944373237
Auburn,WA,light,6 second,1998-11-16T22:40:00,-122.18088288659791,47.29995649484537
Austin,TX,unknown,1+ hr,1998-11-16T23:00:00,-97.76011171494488,30.30846944373237
Tampa,FL,triangle,1 minute,1998-11-17T04:30:00,-82.47646101351351,28.006814358108112
South Lake Tahoe,CA,disk,2-5mins.,1998-11-17T04:30:00,-120.00599821428573,38.87074821428571
Gila Bend,AZ,flash,< 1 second,1998-11-17T05:50:00,-112.9084,32.9929
Menomonie,WI,circle,5 seconds,1999-09-16T22:00:00,-92.0009,44.8471
Philadelphia,PA,fireball,10 mins,1999-09-24T18:00:00,-75.14580121369744,39.99063505273804
Euless,TX,unknown,1 minute,1999-09-24T20:30:00,-97.0924661971831,32.837761971830986
Upper Sandusky,OH,fireball,20min,1999-09-27T21:45:00,-83.3137,40.826
Scottsdale,AZ,disk,30 minutes,1999-09-28T18:50:00,-111.9050830357143,33.56413757440476
Midwest City,OK,rectangle,10 minutes,1999-09-29T21:10:00,-97.3967,35.4495
San Jose,CA,circle,10 minutes,1999-09-30T17:30:00,-121.88970568836406,37.3388420218894
Chandler,AZ,sphere,5 minutes,1999-09-30T19:30:00,-111.8650639275766,33.29885793871866
Rockville,MD,triangle,10 seconds,1999-09-30T20:29:00,-77.14956651162791,39.07793837209302
Livingston,NJ,other,about 1 min.,1999-09-30T21:00:00,-74.3291,40.7871
San Antonio,TX,fireball,30 seconds,1999-10-01T00:30:00,-98.4752404435546,29.48886591714153
Kingston,WA,light,3 seconds,1999-10-20T22:35:00,-122.5303,47.8173
Lakeville,MN,light,2 1/2 hrs,1999-10-21T03:45:00,-93.3034,44.6307
Tehachapi,CA,chevron,15 minutes,1999-10-21T13:00:00,-118.50983018867925,35.12935471698113
Lancaster,PA,light,15 minutes,1999-10-21T20:00:00,-76.30302319790302,40.03326710353867
Maryville,TN,cylinder,1 min,1999-10-21T21:00:00,-83.98648396226416,35.7023641509434
Auburn,WA,light,2 seconds,1999-10-21T22:35:00,-122.18088288659791,47.29995649484537
Tigard,OR,light,2hrs on,1999-10-21T23:40:00,-122.7715,45.4312
Klamath Falls,OR,sphere,3 seconds,1999-10-22T06:10:00,-121.89806106194688,42.31604778761061
Hamilton,OH,cigar,2 minutes,1999-10-22T09:00:00,-84.5528097323601,39.42305109489051
Irvine,CA,diamond,5 minutes,1999-10-22T13:30:00,-117.79240477386936,33.68653500837521
Daytona Beach,FL,changing,2-3MIN,1999-10-22T14:10:00,-81.03306603773584,29.191653301886795
Sikeston,MO,light,6 seconds,1999-10-22T22:45:00,-89.5669,36.8985
Rocklin,CA,unknown,10-15 seconds,1999-10-23T06:30:00,-121.27164267515924,38.81477261146497
Los Angeles,CA,unknown,2 minutes,1979-06-15T04:30:00,-118.27993506711412,34.05070709047974
Tinley Park,IL,disk,10-15 min,1971-10-15T20:30:00,-87.7941956937799,41.57092727272728
Fort Lawn,SC,oval,15-30 minutes,1973-06-15T06:00:00,-80.9239,34.7049
Wooster,OH,triangle,1 minute,1973-09-30T22:30:00,-81.973,40.8077
Ranger,WV,triangle,15 minutes,1979-07-15T21:30:00,-82.1992,38.0988
Nome,ND,light,?,1982-09-01T00:00:00,-97.8291,46.6375
Arlington,TX,triangle,4-5 minutes,1984-04-05T21:30:00,-97.1238705263158,32.70709736842105
Sunnyvale,CA,other,4-5 mn.,1989-12-16T00:00:00,-122.02147768,37.379397360000006
Marquette,MI,egg,seconds,1991-08-15T22:45:00,-87.3954,46.5435
Anderson,CA,other,5 seconds,1993-06-15T01:30:00,-122.3548,40.4458
Upland,CA,fireball,5 seconds,1996-12-12T05:30:00,-117.66207081712062,34.1139813229572
Yuma,AZ,triangle,45min.,1997-03-16T11:30:00,-114.59088443579766,32.7038626459144
Lincoln,NE,sphere,20 min,1997-04-15T22:00:00,-96.67416752988048,40.80091454183267
Petaluma,CA,changing,2.5 hours,1997-07-02T21:00:00,-122.652975,38.22604202898551
Palm Springs,CA,light,10 minutes,1997-08-03T21:15:00,-116.53537286821704,33.80016511627907
Santa Cruz,CA,diamond,45 minutes,1997-08-05T03:30:00,-122.04450858895706,37.011256646216765
Rhinebeck,NY,triangle,30 seconds,1997-09-23T20:00:00,-73.8578,41.9287
Pleasanton,TX,unknown,7 minutes,1997-10-03T02:00:00,-98.4316,28.9492
Ferndale,WA,unknown,5 to 6 minutes,1997-12-05T22:00:00,-122.6307,48.8645
Palmyra,MO,sphere,10 seconds,1999-02-12T04:55:00,-91.5372,39.7951
Albuquerque,NM,sphere,10 minutes,1999-02-12T17:10:00,-106.61247515723272,35.10348122192273
Walnut Creek,CA,unknown,10 minutes,1999-02-13T13:30:00,-122.05358215613384,37.90372453531598
Lilburn,GA,light,15 seconds,1999-02-13T18:30:00,-84.1243,33.8639
Youngstown,OH,light,11:38,1999-02-14T10:22:00,-80.67290662251655,41.07353245033113
Belfast,ME,sphere,5seconds,1999-02-14T21:20:00,-69.0551,44.4735
Ravenna,OH,circle,seconds,1999-02-14T23:00:00,-81.1675,41.1601
Phoenix,AZ,changing,20 min,1999-02-15T10:30:00,-112.04946,33.535380550607286
Santa Cruz,CA,cylinder,5 minutes,1996-04-11T12:44:00,-122.04450858895706,37.011256646216765
New York,NY,fireball,5-7 seconds,1996-05-05T20:00:00,-73.98772448166518,40.74430706561509
Denver,CO,light,3 MINUTES,1996-09-22T01:00:00,-104.95934593826682,39.74512637220715
Chilhowie,VA,cross,3 minuntes max,1997-01-01T00:00:00,-81.5972,36.7687
Harrisburg,PA,formation,20 min,1997-04-15T22:30:00,-76.8305888471178,40.30708258145364
Hartford,CT,triangle,5 min. app.,1997-07-17T23:40:00,-72.67890154155495,41.76654101876675
Houston,TX,light,a minute,1997-11-02T00:00:00,-95.4512204483632,29.777493696651344
Acton,CA,oval,20-25 seconds,1997-08-15T00:00:00,-118.2196,34.4904
O'Fallon,MO,triangle,2 MIN,1997-11-11T01:00:00,-90.7289,38.8251
San Francisco,CA,other,20 seconds,1997-12-01T12:00:00,-122.42539404565002,37.76999211048627
Pittsburgh,PA,disk,3-4 minutes,1996-10-30T07:30:00,-79.97424169381107,40.44309194551376
Outlook,WA,light,3x 3-sec.intervals,1996-11-30T03:00:00,-120.0988,46.3725
Buffalo,NY,changing,2 hrs.,1997-07-20T22:00:00,-78.85083919084595,42.90222609317532
Brewster,NY,triangle,30sec,1997-09-23T22:30:00,-73.5971,41.4172
Charlotte,NC,triangle,few seconds,1997-10-26T22:00:00,-80.82639156166476,35.20580084001527
Oxnard,CA,cigar,20-30 seconds,1997-12-18T22:50:00,-119.16316080402012,34.19450050251256
Brewster,MA,unknown,3 seconds,1997-12-23T20:00:00,-70.0688,41.7467
Spokane,WA,light,2 min,1998-04-14T03:20:00,-117.38633105431308,47.68357629392971
Toledo,OH,oval,3 sec.,1998-06-01T17:00:00,-83.59862988505748,41.66651057471264
Otis,OR,sphere,3 minutes,1998-08-10T15:00:00,-123.8973,45.0038
Galesburg,IL,circle,5 min,1998-09-02T06:00:00,-90.378,40.9421
Belmont,NY,circle,7 sec,1998-10-04T23:00:00,-77.9878,42.2537
Page,AZ,light,TO HALF AN HOUR,1997-08-28T20:00:00,-111.4159,36.6867
Noblesville,IN,changing,35 secs,1998-10-09T16:00:00,-85.99161652542372,40.06087881355933
Hurricane,WV,circle,about 2 sec.,1997-11-10T21:45:00,-81.9702,38.4043
Poway,CA,triangle,22 min,1997-09-20T22:15:00,-117.02342477876108,32.97723982300885
Reno,NV,light,30 min.,1997-12-09T17:00:00,-119.8174511061947,39.50650741150443
Chico,CA,oval,?,1998-01-08T20:00:00,-121.82759634146342,39.77638902439024
Reno,NV,circle,30min.,1997-12-09T18:00:00,-119.8174511061947,39.50650741150443
Fairbanks,AK,oval,3 Secs,1998-01-08T22:38:00,-147.8347387878788,64.84527636363637
San Jose,CA,cigar,10 minutes,1998-02-15T08:00:00,-121.88970568836406,37.3388420218894
Tappahannock,VA,circle,3-4sec.,1998-02-21T17:50:00,-76.9644,37.9083
Glendale,CA,circle,few seconds,1998-04-01T08:00:00,-118.25281964285716,34.1593126984127
Cheyenne,WY,sphere,10 seconds,1998-04-04T09:00:00,-104.82391246882791,41.149224771404825
Charlotte,NC,light,1 minute,1999-09-11T21:58:00,-80.82639156166476,35.20580084001527
Grand Rapids,MI,flash,10 seconds,1999-09-11T22:00:00,-85.64301557417448,42.94334184327255
Cornelius,OR,light,1 minute,1999-09-11T22:00:00,-123.0407,45.5219
Acton,CA,fireball,3 seconds,1999-09-11T22:16:00,-118.2196,34.4904
Newark,NJ,disk,20.m,1999-09-11T22:45:00,-74.17999255952381,40.73847222222222
Campbell,CA,light,on going,1999-09-12T01:15:00,-121.95654772727272,37.28045681818182
Philadelphia,PA,circle,1 to 1 1/2 sec.,1999-09-12T05:15:00,-75.14580121369744,39.99063505273804
Union,NJ,unknown,15 minutes,1999-09-12T18:30:00,-74.2632,40.6976
Pagosa Springs,CO,cigar,3min,1999-09-12T20:55:00,-107.0802,37.3442
Olympia,WA,light,1.5sec,1999-09-12T21:10:00,-122.89693098159508,47.03031595092024
La Farge,WI,fireball,5 minutes,1999-07-15T22:00:00,-90.6436,43.6114
Tulsa,OK,light,seconds,1999-07-22T02:00:00,-95.93524541768043,36.10945587996756
South China,ME,other,5 mins,1999-07-23T19:50:00,-69.4961,44.4195
Sausalito,CA,circle,2 min,1999-08-02T00:00:00,-122.52209848484848,37.85145303030303
Grayling,MI,disk,45 min,1999-08-06T02:00:00,-84.6717,44.7143
New Brighton,PA,circle,momentary,1999-08-08T20:00:00,-80.2419,40.7531
Jemez Springs,NM,unknown,2 seconds,1999-08-15T23:10:00,-106.6696,35.8352
Langhorne,PA,other,seconds,1999-08-16T21:30:00,-74.893,40.1804
Phoenix,AZ,diamond,5-10 minutes?,1999-08-17T19:30:00,-112.04946,33.535380550607286
Minneapolis,MN,sphere,3mins,1999-08-20T23:00:00,-93.29330787839164,44.98078334423014
Reno,NV,circle,10 sec.,1999-08-24T01:03:00,-119.8174511061947,39.50650741150443
Boonville,MO,other,15 min,1999-08-24T19:50:00,-92.7071,38.9029
Sherwood,AR,triangle,30secs,1998-11-17T19:25:00,-92.2243,34.8151
Knoxville,TN,formation,20 seconds,1998-11-17T21:03:00,-83.98011528822055,35.96156134085213
Gainesville,FL,triangle,30 sec - 1 min,1998-11-18T00:00:00,-82.38107610062893,29.646086792452827
New Kent,VA,triangle,5 seconds,1998-11-18T01:40:00,-77.0629,37.5583
Auburn,CA,sphere,10 mins,1998-11-19T15:45:00,-121.07951621621622,38.94946756756757
Montverde,FL,oval,2-3 minutes,1998-11-19T07:00:00,-81.6803,28.5875
Phoenix,AZ,light,90 minutes,1998-11-19T21:00:00,-112.04946,33.535380550607286
Surprise,AZ,formation,0:45,1998-11-19T21:30:00,-112.37252283105023,33.63271552511416
Phoenix,AZ,light,15mim,1998-11-19T22:15:00,-112.04946,33.535380550607286
Harrison,MI,sphere,2 minutes & 30 seconds,1998-11-21T15:00:00,-83.36481463414634,42.97560243902439
Moline,IL,fireball,2 Sec.,1998-11-20T19:30:00,-90.47941304347826,41.48810124223603
Irvine,CA,oval,3 Minutes,1998-11-20T11:45:00,-117.79240477386936,33.68653500837521
Seattle,WA,flash,~10 minutes,1998-11-20T22:25:00,-122.3260283459596,47.60904638888889
Alhambra,CA,light,3 seconds,1999-10-02T01:45:00,-118.13867490909092,34.08404181818182
Prairie City,OR,cigar,20-30 seconds,1999-10-02T19:08:00,-118.641,44.3895
Miami,FL,unknown,25 sec.,1999-10-01T20:00:00,-80.28951850011829,25.7741427135084
Independence,MO,chevron,15 seconds,1999-10-01T22:05:00,-94.38608574879228,39.07880845410628
Newport,OR,changing,2 hours,1999-10-02T20:30:00,-124.0155,44.6675
Norman,OK,cigar,2 min,1999-10-01T18:12:00,-97.45347508896798,35.23330889679715
Kalispell,MT,chevron,5 Seconds,1999-10-02T22:45:00,-114.38388,48.1986275
Lewiston,NY,other,15 seconds,1999-10-02T12:00:00,-78.9882,43.1794
Bridgeport,CT,circle,1/2 of an hour,1999-10-03T15:30:00,-73.20145714285715,41.19200961038961
Florien,LA,teardrop,1 minute,1999-10-23T07:15:00,-93.4257,31.3541
Duncanville,TX,triangle,30 minutes,1999-10-03T20:20:00,-96.91449302325582,32.64618953488372
Saint George,UT,disk,5-10min.,1999-10-02T20:00:00,-113.58876315789476,37.13106124401914
Tracy,CA,other,20 sec,1999-10-02T19:15:00,-121.45771535947712,37.705
Anson,ME,sphere,4-7 seconds,1999-10-03T19:00:00,-69.9588,44.7725
Vicksburg,MS,circle,2 minutees,1999-10-02T22:00:00,-90.8085895522388,32.284558208955225
Erie,CO,cylinder,5 min,1999-10-23T18:00:00,-105.0133,40.0657
Hayward,CA,cylinder,30 seconds,1999-10-23T21:00:00,-122.07600547945204,37.6502901369863
Hayward,CA,disk,< one minute,1999-10-23T21:30:00,-122.07600547945204,37.6502901369863
Mesa,AZ,light,5 seconds,1999-10-24T01:15:00,-111.772797322253,33.42126454293629
Norwood,PA,triangle,15min,1999-10-23T22:30:00,-75.2961,39.8866
Iowa City,IA,sphere,3 minutes,1999-10-24T06:00:00,-91.5039944117647,41.650030882352944
Baldwin,WI,light,2 hours,1999-10-24T11:30:00,-92.3673,44.9763
Gardena,CA,chevron,7minutes,1999-10-24T23:35:00,-118.30469554140126,33.889699363057325
Florence,MS,changing,1min,1999-10-25T11:30:00,-90.1167,32.0992
Corinne,UT,disk,15 seconds,1999-10-25T12:18:00,-112.4721,41.4635
Huntington Beach,CA,egg,30 seconds,1999-10-25T19:30:00,-118.00499422776912,33.68843322932917
Bullhead City,AZ,light,20 minutes,1999-10-25T23:05:00,-114.56282311827955,35.084078494623654
Reseda,CA,sphere,2 hrs.,1999-10-26T01:40:00,-118.5400982142857,34.20054642857143
Costa Mesa,CA,light,1hr(still occuring),1999-10-26T02:38:00,-117.91191325,33.666209249999994
Huntington Beach,CA,cigar,20 seconds,1973-06-15T06:00:00,-118.00499422776912,33.68843322932917
Houlton,ME,triangle,3 minutes,1979-12-20T22:00:00,-67.917,46.1154
Live Oak,FL,light,3-5min,1988-06-01T01:00:00,-83.02021168831169,30.277359740259737
Interlachen,FL,other,45 MINUTES,1992-08-15T22:30:00,-81.8608,29.621700000000004
Longview,TX,unknown,00:20,1992-10-01T19:00:00,-94.73228206278026,32.52817399103139
Albany,NY,other,3 minutes,1997-06-01T21:00:00,-73.77961926369863,42.66599931506849
Pico Rivera,CA,chevron,15sec,1997-06-17T12:00:00,-118.0884,33.9864
Phoenix,AZ,light,20+ minutes,1995-02-15T20:00:00,-112.04946,33.535380550607286
Henry,TN,light,1 hour,1995-07-20T02:00:00,-88.409,36.2196
Rock Valley,IA,triangle,1 hour,1995-08-30T23:10:00,-96.29500000000002,43.2053
Battle Mountain,NV,disk,5 miutes,1996-09-14T20:00:00,-117.0363,40.4709
Seminole,FL,triangle,5 min.,1996-11-13T23:30:00,-82.7880024390244,27.84632195121951
Brentwood,CA,formation,30 Seconds,1997-03-12T23:00:00,-121.6958,37.9319
Shallotte,NC,formation,15-20 seconds,1997-03-30T20:30:00,-78.39591538461538,33.97635384615384
Las Cruces,NM,fireball,45--60 min,1997-07-15T22:30:00,-106.75489560117302,32.32767214076246
Wayzata,MN,fireball,6 seconds,1997-07-28T23:30:00,-93.5275,44.9752
Saginaw,MI,light,5 min approx,1998-01-10T22:10:00,-83.9731312849162,43.42673910614525
Superior,WI,circle,2min.,1998-05-12T01:00:00,-92.1378,46.5754
Vancouver,WA,sphere,1 second,1998-04-20T09:00:00,-122.58490839694656,45.65808015267176
Santa Clarita,CA,fireball,5 minutes,1998-04-02T05:00:00,-118.48207068965516,34.46418620689655
Westbrook,ME,oval,40 seconds,1998-05-16T02:30:00,-70.3457652173913,43.71417391304348
Tucson,AZ,cone,5 min,1998-05-31T10:30:00,-110.92754232690936,32.259940756602425
Vancouver,WA,triangle,1.00,1998-05-31T21:30:00,-122.58490839694656,45.65808015267176
